Категория;URL товара;Фото основные;Фото дополнительные;Номер заказа;Мат. основы;Цвет основы;Материал комп.;D;G;H;L;Жесткость пружины, Н/мм;Нагрузка, кг;Твердость по Шору A;Наличие, шт;Цена, руб. с НДС;T;A;B мин.;B макс.;C;Сжатие макс.;Обозначение резьбы;N;Допустимая нагрузка, кг;H1;H2;Диапазон регулировки;Исполнение;B;E;F;Допустимая нагрузка макс., кг;Поверхность комп.;Материал;Высота;Ø;Подходит для опоры с Ø;Подходит для опоры;D1;D2;D3;F макс., кг;Форма;H3;SW
K0573 Виброопоры цилиндрические со внутренней резьбой, тип EC (E);https://alterv.ru/catalog/vibroopory/k0573_vibroopory_rezinometallicheskie_vnutrennyaya_rezba/;https://alterv.ru/upload/iblock/f6f/k0573_vibroopory.png, https://alterv.ru/upload/iblock/052/K0573.png;https://alterv.ru/upload/iblock/4c9/k0573_vibroopory_chertezh.png;K0573.04002555;;;;40;M8;25;;500;100;;7;573,93;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K0573 Виброопоры цилиндрические со внутренней резьбой, тип EC (E);https://alterv.ru/catalog/vibroopory/k0573_vibroopory_rezinometallicheskie_vnutrennyaya_rezba/;https://alterv.ru/upload/iblock/f6f/k0573_vibroopory.png, https://alterv.ru/upload/iblock/052/K0573.png;https://alterv.ru/upload/iblock/4c9/k0573_vibroopory_chertezh.png;K0573.04003055;;;;40;M8;30;;300;87;;1;592,42;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K0573 Виброопоры цилиндрические со внутренней резьбой, тип EC (E);https://alterv.ru/catalog/vibroopory/k0573_vibroopory_rezinometallicheskie_vnutrennyaya_rezba/;https://alterv.ru/upload/iblock/f6f/k0573_vibroopory.png, https://alterv.ru/upload/iblock/052/K0573.png;https://alterv.ru/upload/iblock/4c9/k0573_vibroopory_chertezh.png;K0573.06004055;;;;60;M10;40;;400;160;;24;1166,35;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K0573 Виброопоры цилиндрические со внутренней резьбой, тип EC (E);https://alterv.ru/catalog/vibroopory/k0573_vibroopory_rezinometallicheskie_vnutrennyaya_rezba/;https://alterv.ru/upload/iblock/f6f/k0573_vibroopory.png, https://alterv.ru/upload/iblock/052/K0573.png;https://alterv.ru/upload/iblock/4c9/k0573_vibroopory_chertezh.png;K0573.07004555;;;;70;M10;45;;680;306;;48;1407,03;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K0573 Виброопоры цилиндрические со внутренней резьбой, тип EC (E);https://alterv.ru/catalog/vibroopory/k0573_vibroopory_rezinometallicheskie_vnutrennyaya_rezba/;https://alterv.ru/upload/iblock/f6f/k0573_vibroopory.png, https://alterv.ru/upload/iblock/052/K0573.png;https://alterv.ru/upload/iblock/4c9/k0573_vibroopory_chertezh.png;K0573.07504055;;;;75;M12;40;;500;200;;33;1578,28;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K0573 Виброопоры цилиндрические со внутренней резьбой, тип EC (E);https://alterv.ru/catalog/vibroopory/k0573_vibroopory_rezinometallicheskie_vnutrennyaya_rezba/;https://alterv.ru/upload/iblock/f6f/k0573_vibroopory.png, https://alterv.ru/upload/iblock/052/K0573.png;https://alterv.ru/upload/iblock/4c9/k0573_vibroopory_chertezh.png;K0573.07505055;;;;75;M12;50;;550;275;;62;1619,95;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K0686 Виброопоры резинометаллические с креплением, тип H2;https://alterv.ru/catalog/vibroopory/k0686_vibroopory_rezinometallicheskie_s_krepleniem/;https://alterv.ru/upload/iblock/088/k0686_vibroopory_rezinometallicheskie.png, https://alterv.ru/upload/iblock/e4d/k0686_dva_otverstya.png, https://alterv.ru/upload/iblock/884/k0686_chetyre_otverstya.png;https://alterv.ru/upload/iblock/9dd/38n1nnsk710r10cj2gvxj7uqut9tqncs/k0686_vibroopory_chertezh.png;K0686.07003540;;;;70;;35;114;;;40°;67;2443,8;;92;;;;;;;;;;;;76;;;;;;;;;;45;M10;10;39,77;;;
K0686 Виброопоры резинометаллические с креплением, тип H2;https://alterv.ru/catalog/vibroopory/k0686_vibroopory_rezinometallicheskie_s_krepleniem/;https://alterv.ru/upload/iblock/088/k0686_vibroopory_rezinometallicheskie.png, https://alterv.ru/upload/iblock/e4d/k0686_dva_otverstya.png, https://alterv.ru/upload/iblock/884/k0686_chetyre_otverstya.png;https://alterv.ru/upload/iblock/9dd/38n1nnsk710r10cj2gvxj7uqut9tqncs/k0686_vibroopory_chertezh.png;K0686.08504040;;;;85;;40;136;;;40°;2;1947,17;;110;;;;;;;;;;;;96;;;;;;;;;;53;M10;11,5;69,34;;;
K0686 Виброопоры резинометаллические с креплением, тип H2;https://alterv.ru/catalog/vibroopory/k0686_vibroopory_rezinometallicheskie_s_krepleniem/;https://alterv.ru/upload/iblock/088/k0686_vibroopory_rezinometallicheskie.png, https://alterv.ru/upload/iblock/e4d/k0686_dva_otverstya.png, https://alterv.ru/upload/iblock/884/k0686_chetyre_otverstya.png;https://alterv.ru/upload/iblock/9dd/38n1nnsk710r10cj2gvxj7uqut9tqncs/k0686_vibroopory_chertezh.png;K0686.13006360;;;;130;;63;150;;;60°;3;11520,1;;120;;;;;;;;;;;;-;;;;;;;;;;78;M12;14,5;499,66;;;
K0686 Виброопоры резинометаллические с креплением, тип H2;https://alterv.ru/catalog/vibroopory/k0686_vibroopory_rezinometallicheskie_s_krepleniem/;https://alterv.ru/upload/iblock/088/k0686_vibroopory_rezinometallicheskie.png, https://alterv.ru/upload/iblock/e4d/k0686_dva_otverstya.png, https://alterv.ru/upload/iblock/884/k0686_chetyre_otverstya.png;https://alterv.ru/upload/iblock/9dd/38n1nnsk710r10cj2gvxj7uqut9tqncs/k0686_vibroopory_chertezh.png;K0686.18008540;;;;180;;85;200;;;40°;8;23114,23;;160;;;;;;;;;;;;-;;;;;;;;;;100;M16;14,5;377,29;;;
K0686 Виброопоры резинометаллические с креплением, тип H2;https://alterv.ru/catalog/vibroopory/k0686_vibroopory_rezinometallicheskie_s_krepleniem/;https://alterv.ru/upload/iblock/088/k0686_vibroopory_rezinometallicheskie.png, https://alterv.ru/upload/iblock/e4d/k0686_dva_otverstya.png, https://alterv.ru/upload/iblock/884/k0686_chetyre_otverstya.png;https://alterv.ru/upload/iblock/9dd/38n1nnsk710r10cj2gvxj7uqut9tqncs/k0686_vibroopory_chertezh.png;K0686.18008560;;;;180;;85;200;;;60°;6;13562,3;;160;;;;;;;;;;;;-;;;;;;;;;;100;M16;14,5;749,49;;;
K0687 Виброопоры резинометаллические с креплением и крышкой;https://alterv.ru/catalog/vibroopory/k0687_vibroopory_c_krepleniem_i_predokhraneniem_ot_obryva/;https://alterv.ru/upload/iblock/02c/k0687_vibroopory.png, https://alterv.ru/upload/iblock/a0e/k0687_vibroopory_forma_a.png, https://alterv.ru/upload/iblock/37b/k0687_vibroopory_forma_b.png, https://alterv.ru/upload/iblock/29f/k0687_vibroopory_a_snizu.png, https://alterv.ru/upload/iblock/0ae/k0687_vibroopory_b_snizu.png;https://alterv.ru/upload/iblock/705/k0687_vibroopory_chertezh.png, https://alterv.ru/upload/iblock/0c7/k0687_a_chertezh.png, https://alterv.ru/upload/iblock/e24/k0687_b_chertezh.png;K0687.078060;;;;78;;30;128;;;;24;7729,43;;110;;;;;;;;;;;Без предохранения от обрыва;78;;;;;;;;;;M10;9;;183,55;A;;
K0687 Виброопоры резинометаллические с креплением и крышкой;https://alterv.ru/catalog/vibroopory/k0687_vibroopory_c_krepleniem_i_predokhraneniem_ot_obryva/;https://alterv.ru/upload/iblock/02c/k0687_vibroopory.png, https://alterv.ru/upload/iblock/a0e/k0687_vibroopory_forma_a.png, https://alterv.ru/upload/iblock/37b/k0687_vibroopory_forma_b.png, https://alterv.ru/upload/iblock/29f/k0687_vibroopory_a_snizu.png, https://alterv.ru/upload/iblock/0ae/k0687_vibroopory_b_snizu.png;https://alterv.ru/upload/iblock/705/k0687_vibroopory_chertezh.png, https://alterv.ru/upload/iblock/0c7/k0687_a_chertezh.png, https://alterv.ru/upload/iblock/e24/k0687_b_chertezh.png;K0687.092060;;;;86;;45;140;;;;1;5428,73;;110;;;;;;;;;;;Без предохранения от обрыва;96;;;;;;;;;;M12;10,2;;305,91;A;;
K0687 Виброопоры резинометаллические с креплением и крышкой;https://alterv.ru/catalog/vibroopory/k0687_vibroopory_c_krepleniem_i_predokhraneniem_ot_obryva/;https://alterv.ru/upload/iblock/02c/k0687_vibroopory.png, https://alterv.ru/upload/iblock/a0e/k0687_vibroopory_forma_a.png, https://alterv.ru/upload/iblock/37b/k0687_vibroopory_forma_b.png, https://alterv.ru/upload/iblock/29f/k0687_vibroopory_a_snizu.png, https://alterv.ru/upload/iblock/0ae/k0687_vibroopory_b_snizu.png;https://alterv.ru/upload/iblock/705/k0687_vibroopory_chertezh.png, https://alterv.ru/upload/iblock/0c7/k0687_a_chertezh.png, https://alterv.ru/upload/iblock/e24/k0687_b_chertezh.png;K0687.092160;;;;86;;45;140;;;;8;14042,58;;110;;;;;;;;;;;С предохранением от обрыва;96;;;;;;;;;;M12;10,2;;305,91;A;;
K0687 Виброопоры резинометаллические с креплением и крышкой;https://alterv.ru/catalog/vibroopory/k0687_vibroopory_c_krepleniem_i_predokhraneniem_ot_obryva/;https://alterv.ru/upload/iblock/02c/k0687_vibroopory.png, https://alterv.ru/upload/iblock/a0e/k0687_vibroopory_forma_a.png, https://alterv.ru/upload/iblock/37b/k0687_vibroopory_forma_b.png, https://alterv.ru/upload/iblock/29f/k0687_vibroopory_a_snizu.png, https://alterv.ru/upload/iblock/0ae/k0687_vibroopory_b_snizu.png;https://alterv.ru/upload/iblock/705/k0687_vibroopory_chertezh.png, https://alterv.ru/upload/iblock/0c7/k0687_a_chertezh.png, https://alterv.ru/upload/iblock/e24/k0687_b_chertezh.png;K0687.106160;;;;106;;39;170;;;;6;10173,22;;140;;;;;;;;;;;С предохранением от обрыва;110;;;;;;;;;;M12;12,4;;367,1;A;;
K0687 Виброопоры резинометаллические с креплением и крышкой;https://alterv.ru/catalog/vibroopory/k0687_vibroopory_c_krepleniem_i_predokhraneniem_ot_obryva/;https://alterv.ru/upload/iblock/02c/k0687_vibroopory.png, https://alterv.ru/upload/iblock/a0e/k0687_vibroopory_forma_a.png, https://alterv.ru/upload/iblock/37b/k0687_vibroopory_forma_b.png, https://alterv.ru/upload/iblock/29f/k0687_vibroopory_a_snizu.png, https://alterv.ru/upload/iblock/0ae/k0687_vibroopory_b_snizu.png;https://alterv.ru/upload/iblock/705/k0687_vibroopory_chertezh.png, https://alterv.ru/upload/iblock/0c7/k0687_a_chertezh.png, https://alterv.ru/upload/iblock/e24/k0687_b_chertezh.png;K0687.150060;;;;150;;51;168;;;;12;12181,96;;132;;;;;;;;;;;Без предохранения от обрыва;;;;;;;;;;;M16;12,5;;815,77;B;;
K0687 Виброопоры резинометаллические с креплением и крышкой;https://alterv.ru/catalog/vibroopory/k0687_vibroopory_c_krepleniem_i_predokhraneniem_ot_obryva/;https://alterv.ru/upload/iblock/02c/k0687_vibroopory.png, https://alterv.ru/upload/iblock/a0e/k0687_vibroopory_forma_a.png, https://alterv.ru/upload/iblock/37b/k0687_vibroopory_forma_b.png, https://alterv.ru/upload/iblock/29f/k0687_vibroopory_a_snizu.png, https://alterv.ru/upload/iblock/0ae/k0687_vibroopory_b_snizu.png;https://alterv.ru/upload/iblock/705/k0687_vibroopory_chertezh.png, https://alterv.ru/upload/iblock/0c7/k0687_a_chertezh.png, https://alterv.ru/upload/iblock/e24/k0687_b_chertezh.png;K0687.150160;;;;150;;51;168;;;;1;16324,37;;132;;;;;;;;;;;С предохранением от обрыва;;;;;;;;;;;M16;12,5;;815,77;B;;
K1318 Виброопоры из нержавеющей стали с наружной резьбой, тип EC (D);https://alterv.ru/catalog/vibroopory/k1318_vibroopory_rezinometallicheskie_s_naruzhnoy_rezboy/;https://alterv.ru/upload/iblock/9dc/k1318_vibroopory.png, https://alterv.ru/upload/iblock/163/K1318.png;https://alterv.ru/upload/iblock/f7e/k0571_k1318_chertezh.png;K1318.00800855;;;Нержавеющая сталь;8;M3;8;6;40;4;;82;791,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K1318 Виброопоры из нержавеющей стали с наружной резьбой, тип EC (D);https://alterv.ru/catalog/vibroopory/k1318_vibroopory_rezinometallicheskie_s_naruzhnoy_rezboy/;https://alterv.ru/upload/iblock/9dc/k1318_vibroopory.png, https://alterv.ru/upload/iblock/163/K1318.png;https://alterv.ru/upload/iblock/f7e/k0571_k1318_chertezh.png;K1318.01500855;;;Нержавеющая сталь;15;M4;8;10;187;18,7;;50;791,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K1318 Виброопоры из нержавеющей стали с наружной резьбой, тип EC (D);https://alterv.ru/catalog/vibroopory/k1318_vibroopory_rezinometallicheskie_s_naruzhnoy_rezboy/;https://alterv.ru/upload/iblock/9dc/k1318_vibroopory.png, https://alterv.ru/upload/iblock/163/K1318.png;https://alterv.ru/upload/iblock/f7e/k0571_k1318_chertezh.png;K1318.01501055;;;Нержавеющая сталь;15;M4;10;10;100;10;;42;837,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K1318 Виброопоры из нержавеющей стали с наружной резьбой, тип EC (D);https://alterv.ru/catalog/vibroopory/k1318_vibroopory_rezinometallicheskie_s_naruzhnoy_rezboy/;https://alterv.ru/upload/iblock/9dc/k1318_vibroopory.png, https://alterv.ru/upload/iblock/163/K1318.png;https://alterv.ru/upload/iblock/f7e/k0571_k1318_chertezh.png;K1318.02000855;;;Нержавеющая сталь;20;M6;8;18;250;25;;26;934,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K1318 Виброопоры из нержавеющей стали с наружной резьбой, тип EC (D);https://alterv.ru/catalog/vibroopory/k1318_vibroopory_rezinometallicheskie_s_naruzhnoy_rezboy/;https://alterv.ru/upload/iblock/9dc/k1318_vibroopory.png, https://alterv.ru/upload/iblock/163/K1318.png;https://alterv.ru/upload/iblock/f7e/k0571_k1318_chertezh.png;K1318.02001055;;;Нержавеющая сталь;20;M6;10;18;240;24;;70;971,97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K1318 Виброопоры из нержавеющей стали с наружной резьбой, тип EC (D);https://alterv.ru/catalog/vibroopory/k1318_vibroopory_rezinometallicheskie_s_naruzhnoy_rezboy/;https://alterv.ru/upload/iblock/9dc/k1318_vibroopory.png, https://alterv.ru/upload/iblock/163/K1318.png;https://alterv.ru/upload/iblock/f7e/k0571_k1318_chertezh.png;K1318.02500855;;;Нержавеющая сталь;25;M6;8;18;850;85;;8;971,97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K1318 Виброопоры из нержавеющей стали с наружной резьбой, тип EC (D);https://alterv.ru/catalog/vibroopory/k1318_vibroopory_rezinometallicheskie_s_naruzhnoy_rezboy/;https://alterv.ru/upload/iblock/9dc/k1318_vibroopory.png, https://alterv.ru/upload/iblock/163/K1318.png;https://alterv.ru/upload/iblock/f7e/k0571_k1318_chertezh.png;K1318.02501055;;;Нержавеющая сталь;25;M6;10;18;400;40;;104;971,97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K1318 Виброопоры из нержавеющей стали с наружной резьбой, тип EC (D);https://alterv.ru/catalog/vibroopory/k1318_vibroopory_rezinometallicheskie_s_naruzhnoy_rezboy/;https://alterv.ru/upload/iblock/9dc/k1318_vibroopory.png, https://alterv.ru/upload/iblock/163/K1318.png;https://alterv.ru/upload/iblock/f7e/k0571_k1318_chertezh.png;K1318.02501555;;;Нержавеющая сталь;25;M6;15;18;210;42;;6;1018,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K1318 Виброопоры из нержавеющей стали с наружной резьбой, тип EC (D);https://alterv.ru/catalog/vibroopory/k1318_vibroopory_rezinometallicheskie_s_naruzhnoy_rezboy/;https://alterv.ru/upload/iblock/9dc/k1318_vibroopory.png, https://alterv.ru/upload/iblock/163/K1318.png;https://alterv.ru/upload/iblock/f7e/k0571_k1318_chertezh.png;K1318.02502555;;;Нержавеющая сталь;25;M6;25;18;100;35;;26;1258,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K1318 Виброопоры из нержавеющей стали с наружной резьбой, тип EC (D);https://alterv.ru/catalog/vibroopory/k1318_vibroopory_rezinometallicheskie_s_naruzhnoy_rezboy/;https://alterv.ru/upload/iblock/9dc/k1318_vibroopory.png, https://alterv.ru/upload/iblock/163/K1318.png;https://alterv.ru/upload/iblock/f7e/k0571_k1318_chertezh.png;K1318.03001555;;;Нержавеющая сталь;30;M8;15;23;270;54;;3;1490,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K1318 Виброопоры из нержавеющей стали с наружной резьбой, тип EC (D);https://alterv.ru/catalog/vibroopory/k1318_vibroopory_rezinometallicheskie_s_naruzhnoy_rezboy/;https://alterv.ru/upload/iblock/9dc/k1318_vibroopory.png, https://alterv.ru/upload/iblock/163/K1318.png;https://alterv.ru/upload/iblock/f7e/k0571_k1318_chertezh.png;K1318.03004055;;;Нержавеющая сталь;30;M8;40;23;88;52,8;;74;2203,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K1318 Виброопоры из нержавеющей стали с наружной резьбой, тип EC (D);https://alterv.ru/catalog/vibroopory/k1318_vibroopory_rezinometallicheskie_s_naruzhnoy_rezboy/;https://alterv.ru/upload/iblock/9dc/k1318_vibroopory.png, https://alterv.ru/upload/iblock/163/K1318.png;https://alterv.ru/upload/iblock/f7e/k0571_k1318_chertezh.png;K1318.04002055;;;Нержавеющая сталь;40;M8;20;23;365;109,5;;14;2198,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K1319 Виброопоры из нержавеющей стали, внутренняя резьба, тип EC (E);https://alterv.ru/catalog/vibroopory/k1319_vibroopory_rezinometallicheskie_vnutrennyaya_rezba/;https://alterv.ru/upload/iblock/586/k1319_vibroopory.png, https://alterv.ru/upload/iblock/513/K1319.png;https://alterv.ru/upload/iblock/4ef/k0573_k1319_chertezh.png;K1319.00800855;;;Нержавеющая сталь;8;M3;8;;88;4,4;;140;791,45;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K1319 Виброопоры из нержавеющей стали, внутренняя резьба, тип EC (E);https://alterv.ru/catalog/vibroopory/k1319_vibroopory_rezinometallicheskie_vnutrennyaya_rezba/;https://alterv.ru/upload/iblock/586/k1319_vibroopory.png, https://alterv.ru/upload/iblock/513/K1319.png;https://alterv.ru/upload/iblock/4ef/k0573_k1319_chertezh.png;K1319.01501255;;;Нержавеющая сталь;15;M4;12;;165;18,2;;56;884,03;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K1319 Виброопоры из нержавеющей стали, внутренняя резьба, тип EC (E);https://alterv.ru/catalog/vibroopory/k1319_vibroopory_rezinometallicheskie_vnutrennyaya_rezba/;https://alterv.ru/upload/iblock/586/k1319_vibroopory.png, https://alterv.ru/upload/iblock/513/K1319.png;https://alterv.ru/upload/iblock/4ef/k0573_k1319_chertezh.png;K1319.01501555;;;Нержавеющая сталь;15;M4;15;;100;13;;109;925,69;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K1319 Виброопоры из нержавеющей стали, внутренняя резьба, тип EC (E);https://alterv.ru/catalog/vibroopory/k1319_vibroopory_rezinometallicheskie_vnutrennyaya_rezba/;https://alterv.ru/upload/iblock/586/k1319_vibroopory.png, https://alterv.ru/upload/iblock/513/K1319.png;https://alterv.ru/upload/iblock/4ef/k0573_k1319_chertezh.png;K1319.01502055;;;Нержавеющая сталь;15;M4;20;;75;11,3;;86;971,97;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K1319 Виброопоры из нержавеющей стали, внутренняя резьба, тип EC (E);https://alterv.ru/catalog/vibroopory/k1319_vibroopory_rezinometallicheskie_vnutrennyaya_rezba/;https://alterv.ru/upload/iblock/586/k1319_vibroopory.png, https://alterv.ru/upload/iblock/513/K1319.png;https://alterv.ru/upload/iblock/4ef/k0573_k1319_chertezh.png;K1319.02001555;;;Нержавеющая сталь;20;M6;15;;145;24,6;;32;1101,57;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K1319 Виброопоры из нержавеющей стали, внутренняя резьба, тип EC (E);https://alterv.ru/catalog/vibroopory/k1319_vibroopory_rezinometallicheskie_vnutrennyaya_rezba/;https://alterv.ru/upload/iblock/586/k1319_vibroopory.png, https://alterv.ru/upload/iblock/513/K1319.png;https://alterv.ru/upload/iblock/4ef/k0573_k1319_chertezh.png;K1319.02002055;;;Нержавеющая сталь;20;M6;20;;94;21,6;;92;1147,85;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K1319 Виброопоры из нержавеющей стали, внутренняя резьба, тип EC (E);https://alterv.ru/catalog/vibroopory/k1319_vibroopory_rezinometallicheskie_vnutrennyaya_rezba/;https://alterv.ru/upload/iblock/586/k1319_vibroopory.png, https://alterv.ru/upload/iblock/513/K1319.png;https://alterv.ru/upload/iblock/4ef/k0573_k1319_chertezh.png;K1319.02002555;;;Нержавеющая сталь;20;M6;25;;65;16,9;;113;1282,08;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K1319 Виброопоры из нержавеющей стали, внутренняя резьба, тип EC (E);https://alterv.ru/catalog/vibroopory/k1319_vibroopory_rezinometallicheskie_vnutrennyaya_rezba/;https://alterv.ru/upload/iblock/586/k1319_vibroopory.png, https://alterv.ru/upload/iblock/513/K1319.png;https://alterv.ru/upload/iblock/4ef/k0573_k1319_chertezh.png;K1319.02501555;;;Нержавеющая сталь;25;M8;15;;270;54;;40;1147,85;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K1319 Виброопоры из нержавеющей стали, внутренняя резьба, тип EC (E);https://alterv.ru/catalog/vibroopory/k1319_vibroopory_rezinometallicheskie_vnutrennyaya_rezba/;https://alterv.ru/upload/iblock/586/k1319_vibroopory.png, https://alterv.ru/upload/iblock/513/K1319.png;https://alterv.ru/upload/iblock/4ef/k0573_k1319_chertezh.png;K1319.02502555;;;Нержавеющая сталь;25;M8;25;;105;31,5;;40;1365,37;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K1319 Виброопоры из нержавеющей стали, внутренняя резьба, тип EC (E);https://alterv.ru/catalog/vibroopory/k1319_vibroopory_rezinometallicheskie_vnutrennyaya_rezba/;https://alterv.ru/upload/iblock/586/k1319_vibroopory.png, https://alterv.ru/upload/iblock/513/K1319.png;https://alterv.ru/upload/iblock/4ef/k0573_k1319_chertezh.png;K1319.02503055;;;Нержавеющая сталь;25;M8;30;;85;28,1;;74;1494,98;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K1319 Виброопоры из нержавеющей стали, внутренняя резьба, тип EC (E);https://alterv.ru/catalog/vibroopory/k1319_vibroopory_rezinometallicheskie_vnutrennyaya_rezba/;https://alterv.ru/upload/iblock/586/k1319_vibroopory.png, https://alterv.ru/upload/iblock/513/K1319.png;https://alterv.ru/upload/iblock/4ef/k0573_k1319_chertezh.png;K1319.02504055;;;Нержавеющая сталь;25;M8;40;;75;30;;20;1809,71;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K1319 Виброопоры из нержавеющей стали, внутренняя резьба, тип EC (E);https://alterv.ru/catalog/vibroopory/k1319_vibroopory_rezinometallicheskie_vnutrennyaya_rezba/;https://alterv.ru/upload/iblock/586/k1319_vibroopory.png, https://alterv.ru/upload/iblock/513/K1319.png;https://alterv.ru/upload/iblock/4ef/k0573_k1319_chertezh.png;K1319.03001555;;;Нержавеющая сталь;30;M8;15;;545;49,1;;92;1545,87;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K1319 Виброопоры из нержавеющей стали, внутренняя резьба, тип EC (E);https://alterv.ru/catalog/vibroopory/k1319_vibroopory_rezinometallicheskie_vnutrennyaya_rezba/;https://alterv.ru/upload/iblock/586/k1319_vibroopory.png, https://alterv.ru/upload/iblock/513/K1319.png;https://alterv.ru/upload/iblock/4ef/k0573_k1319_chertezh.png;K1319.03002555;;;Нержавеющая сталь;30;M8;25;;160;41,6;;45;1851,35;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K1319 Виброопоры из нержавеющей стали, внутренняя резьба, тип EC (E);https://alterv.ru/catalog/vibroopory/k1319_vibroopory_rezinometallicheskie_vnutrennyaya_rezba/;https://alterv.ru/upload/iblock/586/k1319_vibroopory.png, https://alterv.ru/upload/iblock/513/K1319.png;https://alterv.ru/upload/iblock/4ef/k0573_k1319_chertezh.png;K1319.03003055;;;Нержавеющая сталь;30;M8;30;;125;42,5;;66;2082,78;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K1319 Виброопоры из нержавеющей стали, внутренняя резьба, тип EC (E);https://alterv.ru/catalog/vibroopory/k1319_vibroopory_rezinometallicheskie_vnutrennyaya_rezba/;https://alterv.ru/upload/iblock/586/k1319_vibroopory.png, https://alterv.ru/upload/iblock/513/K1319.png;https://alterv.ru/upload/iblock/4ef/k0573_k1319_chertezh.png;K1319.03004055;;;Нержавеющая сталь;30;M8;40;;85;31,5;;92;2383,64;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K1319 Виброопоры из нержавеющей стали, внутренняя резьба, тип EC (E);https://alterv.ru/catalog/vibroopory/k1319_vibroopory_rezinometallicheskie_vnutrennyaya_rezba/;https://alterv.ru/upload/iblock/586/k1319_vibroopory.png, https://alterv.ru/upload/iblock/513/K1319.png;https://alterv.ru/upload/iblock/4ef/k0573_k1319_chertezh.png;K1319.04002055;;;Нержавеющая сталь;40;M8;20;;550;66;;69;2244,77;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K1319 Виброопоры из нержавеющей стали, внутренняя резьба, тип EC (E);https://alterv.ru/catalog/vibroopory/k1319_vibroopory_rezinometallicheskie_vnutrennyaya_rezba/;https://alterv.ru/upload/iblock/586/k1319_vibroopory.png, https://alterv.ru/upload/iblock/513/K1319.png;https://alterv.ru/upload/iblock/4ef/k0573_k1319_chertezh.png;K1319.04002555;;;Нержавеющая сталь;40;M8;25;;500;100;;78;2337,36;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K1319 Виброопоры из нержавеющей стали, внутренняя резьба, тип EC (E);https://alterv.ru/catalog/vibroopory/k1319_vibroopory_rezinometallicheskie_vnutrennyaya_rezba/;https://alterv.ru/upload/iblock/586/k1319_vibroopory.png, https://alterv.ru/upload/iblock/513/K1319.png;https://alterv.ru/upload/iblock/4ef/k0573_k1319_chertezh.png;K1319.04003055;;;Нержавеющая сталь;40;M8;30;;300;87;;30;2508,59;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K1319 Виброопоры из нержавеющей стали, внутренняя резьба, тип EC (E);https://alterv.ru/catalog/vibroopory/k1319_vibroopory_rezinometallicheskie_vnutrennyaya_rezba/;https://alterv.ru/upload/iblock/586/k1319_vibroopory.png, https://alterv.ru/upload/iblock/513/K1319.png;https://alterv.ru/upload/iblock/4ef/k0573_k1319_chertezh.png;K1319.04004055;;;Нержавеющая сталь;40;M8;40;;260;104;;48;2915,9;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K1319 Виброопоры из нержавеющей стали, внутренняя резьба, тип EC (E);https://alterv.ru/catalog/vibroopory/k1319_vibroopory_rezinometallicheskie_vnutrennyaya_rezba/;https://alterv.ru/upload/iblock/586/k1319_vibroopory.png, https://alterv.ru/upload/iblock/513/K1319.png;https://alterv.ru/upload/iblock/4ef/k0573_k1319_chertezh.png;K1319.05002055;;;Нержавеющая сталь;50;M10;20;;860;86;;2;2999,21;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
